"id","binomial","reference","class","order","family","genus","common_name","location","country","all_countries","latitude","longitude","system","t_realm","t_biome","fw_realm","fw_biome","m_realm","m_ocean","m_biome","units","method","x1950","x1951","x1952","x1953","x1954","x1955","x1956","x1957","x1958","x1959","x1960","x1961","x1962","x1963","x1964","x1965","x1966","x1967","x1968","x1969","x1970","x1971","x1972","x1973","x1974","x1975","x1976","x1977","x1978","x1979","x1980","x1981","x1982","x1983","x1984","x1985","x1986","x1987","x1988","x1989","x1990","x1991","x1992","x1993","x1994","x1995","x1996","x1997","x1998","x1999","x2000","x2001","x2002","x2003","x2004","x2005","x2006","x2007","x2008","x2009","x2010","x2011","x2012","x2013","x2014","x2015"
11029,"Halichoerus_grypus","{Harkonen, 2007 #2643}","Mammalia","Carnivora","Phocidae","Halichoerus","Grey seal","German Wadden Sea","Germany","Germany",54,8,"Marine","NULL","NULL","NULL","NULL","Atlantic north temperate","North Sea and Baltic Sea","Unknown","Maximum number of seals","Boat surveys - direct counts","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","50","NULL","53","57","87","NULL","NULL","107","97","NULL","NULL","NULL","NULL","NULL","NULL","117","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
11034,"Halichoerus_grypus","{Harkonen, 2007 #2643}","Mammalia","Carnivora","Phocidae","Halichoerus","Grey seal","Molène, Brittany, France","France","France",48.394106,-4.959569,"Marine","NULL","NULL","NULL","NULL","Atlantic north temperate","North Sea and Baltic Sea","Unknown","Mean number of seals","Direct counts via census","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","26","31","32","NULL","NULL","NULL","NULL","41","43","51","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
11045,"Meles_meles","{Tuyttens, 2000 #2646}","Mammalia","Carnivora","Mustelidae","Meles","European badger","Woodchester Park, eastern Cotswolds, Gloucestershire","United Kingdom","United Kingdom",51.7,-2.26667,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL","Badgers/km¯²","capture-mark-recapture","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","24.0537","20.09","16.0155","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
11071,"Corvus_corax","{Magne, 2011 #2663}","Aves","Passeriformes","Corvidae","Corvus","Common raven / Raven","Norway","Norway","Norway",64,12,"Terrestrial","Palearctic","Boreal forests/taiga","NULL","NULL","NULL","NULL","NULL","Index","Breeding bird survey - direct counts","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1.0782","0.9175","0.5992","0.8374","0.9987","0.8484","1.0166","0.7054","1.2201","1.2238","1.0666","1.2978","1.1965","1.3193","1.337","NULL","NULL","NULL","NULL","NULL"
11100,"Gulo_gulo","{Broseth, 2010 #2721}","Mammalia","Carnivora","Mustelidae","Gulo","Wolverine","Southern Norway","Norway","Norway",62.23333,10.46667,"Terrestrial","Palearctic","Boreal forests/taiga","NULL","NULL","NULL","NULL","NULL","number of natal dens with cubs","direct count of natal dens in survey area","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","66","64","79","110","131","139","118","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
11103,"Gulo_gulo","{Saether, 2005 #2722}","Mammalia","Carnivora","Mustelidae","Gulo","Wolverine","Nord-Trøndelag & Norrland County","Norway","Norway",64.45,11.75,"Terrestrial","Palearctic","Boreal forests/taiga","NULL","NULL","NULL","NULL","NULL","number of active dens","direct count of active dens in survey area (population census)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9","5","7","11","11","7","12","10","8","13","12","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
11104,"Gulo_gulo","{Saether, 2005 #2722}","Mammalia","Carnivora","Mustelidae","Gulo","Wolverine","Troms, northern Norway","Norway","Norway",69.36667,18.75,"Terrestrial","Palearctic","Tundra","NULL","NULL","NULL","NULL","NULL","number of active dens","direct count of active dens in survey area (population census)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","7","17","13","11","6","10","9","15","7","7","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
11105,"Gulo_gulo","{Saether, 2005 #2722}","Mammalia","Carnivora","Mustelidae","Gulo","Wolverine","Finnmark, northern Norway","Norway","Norway",70.13333,24.4,"Terrestrial","Palearctic","Tundra","NULL","NULL","NULL","NULL","NULL","number of active dens","direct count of active dens in survey area (population census)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","7","3","3","9","6","9","9","10","7","5","3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
11106,"Gulo_gulo","{Hedmark, 2007 #2723}","Mammalia","Carnivora","Mustelidae","Gulo","Wolverine","Close to the border of Gävleborg/Västernorrland counties, nr Gulf of Bothnia, central Sweden","Sweden","Sweden",62.48333,15.75,"Terrestrial","Palearctic","Boreal forests/taiga","NULL","NULL","NULL","NULL","NULL","Yearly minimum number of individuals","Faeces and glandular secretion collected in area","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","4","7","7","10","10","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
11119,"Phoca_vitulina","{Seuront, 2005 #2797}","Mammalia","Carnivora","Phocidae","Phoca","Harbour seal","Tidal bar in the Strait of Dover","United Kingdom","United Kingdom",50.99444,1.91528,"Marine","NULL","NULL","NULL","NULL","Atlantic north temperate","North Sea and Baltic Sea","Unknown","Mean number of seals hauled out","Direct counts of hauled out individuals","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","5.2","2.5","3","5.75","0.8","0.5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
11120,"Phoca_vitulina","{Thompson, 2007 #2798}","Mammalia","Carnivora","Phocidae","Phoca","Harbour seal","Dornoch Firth, Loch Fleet, Beauly Firth, Cromarty Firth and Inverness Firth; inner Moray Firth, Scotland","United Kingdom","United Kingdom",57.76722,-3.74139,"Marine","NULL","NULL","NULL","NULL","Atlantic north temperate","North Sea and Baltic Sea","Unknown","Number of individuals","Direct count of hauled out individuals","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","920","773","756","829","944","1011","875","939","882","693","821","797","783","795","718","702","773","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
11121,"Phoca_vitulina","{Reijnders, 1997 #2799}","Mammalia","Carnivora","Phocidae","Phoca","Harbour seal","Schleswig-Holstein coast, Germany","Germany","Germany",54.25417,8.7525,"Marine","NULL","NULL","NULL","NULL","Atlantic north temperate","North Sea and Baltic Sea","Unknown","Annual maximum number of individuals","Direct count of hauled out individuals","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1438","1826","2130","2603","3158","3099","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
11122,"Phoca_vitulina","{Reijnders, 1997 #2799}","Mammalia","Carnivora","Phocidae","Phoca","Harbour seal","Niedersachsen coast, Germany","Germany","Germany",53.82333,8.12333,"Marine","NULL","NULL","NULL","NULL","Atlantic north temperate","North Sea and Baltic Sea","Unknown","Annual maximum number of individuals","Direct count of hauled out individuals","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1438","1673","2019","2253","2195","3099","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
11125,"Aquila_chrysaetos","{Fasce, 2011 #2734}","Aves","Falconiformes","Accipitridae","Aquila","Golden eagle","Western Italian Alps","Italy","Italy",44.86,7.26,"Terrestrial","Palearctic","Temperate coniferous forests","NULL","NULL","NULL","NULL","NULL","Territorial pairs","Visual counts of nests from surveying suitable habitat","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","74","86","91","94","94","96","99","100","100","101","102","103","104","110","116","120","127","129","133","134","135","137","140","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
11126,"Aquila_chrysaetos","{Couloumy, 2010 #2735}","Aves","Falconiformes","Accipitridae","Aquila","Golden eagle","Parc national des Ecrins","France","France",44.91667,6.36667,"Terrestrial","Palearctic","Temperate coniferous forests","NULL","NULL","NULL","NULL","NULL","Adults (mature plumage)","Visually identified from observational points throughout study area","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","31","52","NULL","NULL","NULL","76","NULL","NULL","78","NULL","NULL","77","NULL","NULL","NULL","NULL","NULL","78","NULL","NULL","90","NULL","NULL","NULL","NULL","97","NULL","NULL","NULL","NULL","NULL"
11132,"Aquila_chrysaetos","{Ehmsen, 2011 #2739}","Aves","Falconiformes","Accipitridae","Aquila","Golden eagle","Denmark","Denmark","Denmark",56,10,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL","Breeding pairs","Visual searching with national coordinators and nest coordinators","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","1","1","1","1","1","1","2","2","2","3","3","2","NULL","NULL","NULL","NULL","NULL"
11138,"Alces_alces","{Bobek, 2005 #2744}","Mammalia","Artiodactyla","Cervidae","Alces","Elk / moose","Puszcza Augustowska (Augustowska Forest), Poland","Poland","Poland",53.90583,23.27194,"Terrestrial","Palearctic","Boreal forests/taiga","NULL","NULL","NULL","NULL","NULL","Number of individuals","Carpathian method: Index of number of animal tracks and sightings of individual animals","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","246","240","266","249","325","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
11142,"Alces_alces","{Solberg, 2005 #2745}","Mammalia","Artiodactyla","Cervidae","Alces","Elk / moose","Norway","Norway","Norway",62.8675,10.47306,"Terrestrial","Palearctic","Boreal forests/taiga","NULL","NULL","NULL","NULL","NULL","Adult individuals","Hunter's observations","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","80000","94000","88000","80000","79000","93000","86000","89000","99000","100000","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
11143,"Alces_alces","{Lavsund, 2003 #2746}","Mammalia","Artiodactyla","Cervidae","Alces","Elk / moose","Lapland, Finland","Finland","Finland",68,27,"Terrestrial","Palearctic","Boreal forests/taiga","NULL","NULL","NULL","NULL","NULL"," moose/km2","Hunter's observations","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.03","0.03","0.03","0.03","0.04","0.05","0.07","0.08","0.11","0.13","0.14","0.16","0.16","0.15","0.14","0.13","0.13","0.13","0.13","0.14","0.13","0.12","0.1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
11144,"Alces_alces","{Lavsund, 2003 #2746}","Mammalia","Artiodactyla","Cervidae","Alces","Elk / moose","Coastal Finland","Finland","Finland",60.70278,23.76028,"Terrestrial","Palearctic","Boreal forests/taiga","NULL","NULL","NULL","NULL","NULL","moose/km2","Hunter's observations","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.66","0.63","0.71","0.63","0.58","0.54","0.45","0.46","0.48","0.39","0.34","0.32","0.36","0.38","0.36","0.33","0.32","0.36","0.35","0.35","0.37","0.35","0.4","0.48","0.48","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
11145,"Alces_alces","{Lavsund, 2003 #2746}","Mammalia","Artiodactyla","Cervidae","Alces","Elk / moose","Inland -Finland","Finland","Finland",62.72389,25.75889,"Terrestrial","Palearctic","Boreal forests/taiga","NULL","NULL","NULL","NULL","NULL","moose/km2","Hunter's observations","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.33","0.39","0.44","0.48","0.52","0.49","0.46","0.44","0.45","0.34","0.33","0.33","0.34","0.35","0.33","0.33","0.31","0.33","0.29","0.28","0.28","0.28","0.34","0.4","0.42","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
11146,"Alces_alces","{Lavsund, 2003 #2746}","Mammalia","Artiodactyla","Cervidae","Alces","Elk / moose","Oulu district","Finland","Finland",64.60139,27.24639,"Terrestrial","Palearctic","Boreal forests/taiga","NULL","NULL","NULL","NULL","NULL","moose/km2","Hunter's observations","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.21","0.17","0.2","0.23","0.26","0.27","0.28","0.33","0.33","0.3","0.3","0.31","0.3","0.28","0.25","0.25","0.24","0.28","0.25","0.2","0.16","0.16","0.23","0.29","0.32","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
11153,"Rupicapra_rupicapra","{Rigg, 2007 #2750}","Mammalia","Artiodactyla","Bovidae","Rupicapra","Tatra chamois / Alpine chamois","Nízke Tatry (Low Tatras), Slovakia","Slovakia","Slovakia",48.91,19.86222,"Terrestrial","Palearctic","Temperate coniferous forests","NULL","NULL","NULL","NULL","NULL","indiviudal census counts","1 to 2 day census counts with visual searching","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","13","25","29","34","41","NULL","48","58","NULL","63","NULL","67","NULL","78","82","NULL","78","94","109","112","79","114","147","108","112","109","144","139","119","133","85","NULL","99","104","NULL","NULL","NULL","84","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
11154,"Rupicapra_rupicapra","{Filli, 2008 #2751}","Mammalia","Artiodactyla","Bovidae","Rupicapra","Tatra chamois / Alpine chamois","Schweizer Nationalpark","Switzerland","Switzerland",46.66667,10.2,"Terrestrial","Palearctic","Temperate coniferous forests","NULL","NULL","NULL","NULL","NULL","Individuals (kids excluded)","Census based on visual searching","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1265","1238","958","927","1009","1028","1067","1102","1090","1040","1075","1113","1055","1093","1075","1125","1179","1214","1234","1230","1264","1319","1381","1187","2040","1028","1187","1362","1327","1540","1571","1486","1486","1369","1272","1552","1315","1668","1593","1315","1358","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
11155,"Rupicapra_pyrenaica","{Loison, 2006 #2752}","Mammalia","Artiodactyla","Bovidae","Rupicapra","Pyrenean chamois","400 ha site in the French western Pyrenees (Bazès)","France","France",43.05,0.21667,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL","individuals (kids excluded)","mark, release, re-capture","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","7","8","NULL","NULL","NULL","24","47","48","53","NULL","74","116","157","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
11156,"Rupicapra_rupicapra","{Loison, 2006 #2752}","Mammalia","Artiodactyla","Bovidae","Rupicapra","Tatra chamois / Alpine chamois","Les Bauges national hunting and wildlife reserve (northern french Alps)","France","France",45.66667,6.21667,"Terrestrial","Palearctic","Temperate coniferous forests","NULL","NULL","NULL","NULL","NULL","Individuals","Mark, release, re-capture","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","348","293","170","353","426","457","386","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
11157,"Rupicapra_rupicapra","{Office National de la Chasse et de la Faune Sauvage, 2010 #2754}","Mammalia","Artiodactyla","Bovidae","Rupicapra","Tatra chamois / Alpine chamois","Les Bauges national hunting and wildlife reserve (northern french Alps)","France","France",45.66667,6.21667,"Terrestrial","Palearctic","Temperate coniferous forests","NULL","NULL","NULL","NULL","NULL","individuals","Fixed transects with visual searching for a fixed epriod of time, avoiding duplicates and at set time of year","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1682","1523","1134","1342","1082","NULL","NULL","NULL","NULL","NULL"
11158,"Branta_leucopsis","{Gullestad, 1983 #2755}","Aves","Anseriformes","Anatidae","Branta","Barnacle goose / Greenland barnacle goose","Lånan/Flovær archipelago in the Helgeland region","Norway","Norway",65.86667,11.81667,"Terrestrial","Palearctic","Temperate coniferous forests","NULL","NULL","NULL","NULL","NULL","Individuals","Visual counts through annual visits to Lånan/Flovær staging area used to estimate population size","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1100","1800","1500","1200","1500","870","590","900","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
11159,"Branta_leucopsis","{Mitchell, 2008 #2757}","Aves","Anseriformes","Anatidae","Branta","Barnacle goose / Greenland barnacle goose","Ireland","Ireland","Ireland",53,-8,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL","Individuals","A combination of aerial survey and ground counts","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2293","NULL","3312","3567","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3439","NULL","NULL","NULL","NULL","3949","NULL","NULL","NULL","NULL","3822","NULL","NULL","NULL","NULL","6369","NULL","NULL","NULL","NULL","NULL","6752","NULL","NULL","NULL","NULL","7006","NULL","NULL","NULL","8662","NULL","NULL","NULL","12102","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
11160,"Branta_leucopsis","{Mitchell, 2008 #2757} updated with {Mitchell, 2013 #3287}","Aves","Anseriformes","Anatidae","Branta","Barnacle goose / Greenland barnacle goose","Scotland excluding Islay (Greenland population, not including Solway Swalbard barnacle geese)","United Kingdom","United Kingdom",56,-4,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL","Number of individuals","A combination of aerial surveys and ground counts","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2675","NULL","4331","4841","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","4841","NULL","NULL","NULL","NULL","6369","NULL","NULL","NULL","NULL","6752","NULL","NULL","NULL","NULL","6752","NULL","NULL","NULL","NULL","NULL","4459","NULL","NULL","NULL","NULL","10318","NULL","NULL","NULL","10828","NULL","NULL","NULL","13503","NULL","NULL","NULL","NULL","18165","NULL","NULL","NULL"
11161,"Branta_leucopsis","{Crabtree, 2010 #2759} {Wildfowl & Wetlands Trust, 2011 #2758}","Aves","Anseriformes","Anatidae","Branta","Barnacle goose / Greenland barnacle goose","Islay, Scotland","United Kingdom","United Kingdom",55.8,-6.2,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL","Individuals","Average winter count ('adopted island count') calculated from two monthly coordinated counts of the whole island over two consecutive days.","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","19915","20732","23378","25110","22270","23493","26139","27566","29297","31943","31948","34797","32058","34603","33489","34815","40102","42240","40416","50377","44895","42156","35789","44844","NULL","NULL","NULL","NULL","NULL"
11162,"Branta_leucopsis","{Crabtree, 2010 #2759}","Aves","Anseriformes","Anatidae","Branta","Barnacle goose / Greenland barnacle goose","Solway Firth, UK","United Kingdom","United Kingdom",55.75,-3.66667,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL","Individuals","estimate using weekly/fornightly counts on the solway by the WWT","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1452","1711","2800","2852","3526","4356","3526","3733","3681","3785","4356","4148","3319","3785","4459","5133","5237","6222","7363","6896","8919","7830","9178","8348","8659","8452","10526","10578","10578","11511","12133","11822","12185","13430","13326","14467","17993","20585","23074","23126","23022","24215","23956","23656","27170","27119","27015","23956","25148","29244","30047","33030","NULL","NULL","NULL","NULL","NULL"
